sample_id,n_frac,x1_m,T1_s,a_hat_m_s,a_hat_ok,Y0_m2_s,omega_star_rad_s,fracture_positions_m,mask_design,y_active,alpha_ss,Y_eq_m2_s,log10_Y_over_Y0,fracture_Q_ss_m3_s,fracture_Cf_m2,fracture_kleak_m2p5_s,fracture_Kp_s2_m5
568,3,4861.4580078125,6.762218475341797,1437.829345703125,1,0.00010457897587912157,0.9291603565216064,4861.458|4884.553|4907.822,1|1|1,1|1|1,0.8582408|0.074888535|0.066870674,4.271245e-05|0.00024243366|0.00023135328,-0.38888887|0.36514872|0.34483147,0.017859511|0.0015583886|0.0013915412,0.012|0.008427092|0.0053863847,0.0011436675|7.348758e-05|6.560456e-05,655441.75|1322152.1|1549747.9
569,3,4783.19921875,7.131271839141846,1341.4715576171875,1,0.00011209086369490251,0.8810750246047974,4783.199|4813.592|4858.6235,1|1|1,1|1|1,0.28364772|0.107871465|0.6084808,7.71413e-05|0.00014760041|8.98765e-05,-0.16228268|0.119517654|-0.0959236,0.0053333016|0.0020282592|0.011440994,0.0077332193|0.0030580685|0.020144714,9.674547e-05|3.662707e-05|0.00020855453,1215151.9|1665125.0|486237.8
570,4,4726.8037109375,6.532216548919678,1447.2281494140625,1,0.00010389980161562562,0.9618764519691467,4726.8037|4757.3276|4800.2305|4844.641,1|1|1|1,1|1|0|1,0.18121381|0.7223958|0.0037009038|0.09268953,0.0006521317|0.000942075|0.0|0.0007576287,0.7977207|0.95747083|-6.016615|0.8628418,0.0033137125|0.013209876|6.767548e-05|0.0016949396,0.0045398944|0.02393673|0.00076319766|0.0017740112,5.0832565e-05|0.00020275476|1.0379144e-06|2.5996276e-05,226093.11|40110.277|65602170.0|284189.06
571,4,4684.978515625,6.412507057189941,1461.2003173828125,1,0.00010290629870723933,0.9798328876495361,4684.9785|4713.3306|4731.416|4770.2715,1|1|1|1,1|1|1|1,0.11192147|0.1293642|0.5970399|0.16167444,0.000494299|0.00042925085|0.00047587568|0.00039429835,0.6815479|0.6202693|0.66505164|0.5833831,0.0014961136|0.00172928|0.007980949|0.002161188,0.0036822343|0.0034113615|0.029389326|0.0060899947,5.292405e-05|6.119734e-05|0.0002835909|7.652225e-05,663145.6|662260.7|131613.98|584167.2
572,5,4528.4716796875,6.070699691772461,1491.9110107421875,1,0.0001007879909593612,1.0350018739700317,4528.4717|4576.498|4624.755|4645.801|4680.9326,1|1|1|1|1,1|1|1|1|0,0.31664157|0.1468837|0.416769|0.10825926|0.01144647,0.0005452292|0.0008404744|0.00069106737|0.0008617295|0.0,0.7331704|0.92111576|0.83611166|0.93196225|-6.003409,0.0045687505|0.002119352|0.006013467|0.0015620487|0.00016515856,0.018321376|0.01202638|0.024582533|0.0075116577|0.0009028292,0.00013948283|6.4620894e-05|0.00018363034|4.7622998e-05|5.0385092e-06,200554.58|279412.8|120227.17|366828.75|83424020.0
573,1,4602.53125,6.727816581726074,1368.20947265625,1,0.00010990035661961883,0.9339115023612976,4602.5312,1,1,1.0,2.751274e-05,-0.6014637,0.015692158,0.014953952,0.000108283726,1158115.2
574,1,4833.7080078125,6.886002063751221,1403.9229736328125,1,0.00010710467904573306,0.9124577045440674,4833.708,1,1,1.0,0.00055408047,0.7137645,0.017790558,0.009760159,0.00011123204,50526.08
575,2,4812.55078125,6.825355529785156,1410.1978759765625,1,0.00010662809654604644,0.9205653071403503,4812.551|4831.1523,1|1,1|1,0.16868863|0.8313114,0.0005368935|0.00036999432,0.7020166|0.5403235,0.0037671237|0.018564695,0.0023423252|0.020058017,3.2544103e-05|0.0001605122,230792.61|72763.29
576,6,4816.7568359375,6.834046840667725,1409.6353759765625,1,0.00010667064634617418,0.9193945527076721,4816.757|4835.291|4866.9834|4886.377|4932.354|4950.0,1|1|1|1|1|1,0|1|1|1|1|0,0.016945481|0.26286876|0.22156017|0.3166504|0.16428526|0.017689962,0.0|0.00075654156|0.00091290846|0.0006137923|0.00060447404|0.0,-6.0280447|0.85078794|0.93238235|0.75997657|0.7533328|-6.0280447,0.0002100023|0.003257685|0.0027457552|0.0039241915|0.0020359575|0.0002192285,0.00080066465|0.017883964|0.01884868|0.017272878|0.0097409375|0.0007373924,7.777964e-06|0.00012059621|0.000101607126|0.00014538712|7.535229e-05|8.126564e-06,67814470.0|202443.12|198915.3|207274.23|404414.66|82526140.0
577,2,4583.54541015625,6.480362892150879,1414.5953369140625,1,0.0001062966330209747,0.9695730805397034,4583.5454|4609.401,1|1,1|1,0.4338673|0.56613266,0.002910613|0.0022398264,1.437465|1.3236948,0.008701436|0.011354087,0.009620111|0.008801322,0.000128644|0.00016788248,17583.166|18196.738
578,2,4887.55615234375,6.925899505615234,1411.38525390625,1,0.00010653839126462117,0.9072012901306152,4887.556|4934.013,1|1,1|1,0.64074683|0.3592532,0.00014144044|0.00021046224,0.12306774|0.29566824,0.012240607|0.0068630497,0.01251031|0.0096126925,0.00010057506|5.633922e-05,288752.53|345959.47
579,2,4566.26953125,7.039895057678223,1297.2550048828125,1,0.000115911454486195,0.8925111889839172,4566.2695|4594.212,1|1,1|0,0.99542147|0.004578511,9.2107526e-05|0.0,-0.099830754|-6.0641265,0.02131767|9.805213e-05,0.012|0.0007138444,0.0012574061|4.887067e-06,254618.58|61300350.0
580,1,4676.7197265625,6.833099365234375,1368.8428955078125,1,0.0001098495049518533,0.9195219874382019,4676.7197,1,1,1.0,0.00013334281,0.08417183,0.0140111735,0.010301068,9.00224e-05,267571.34
581,5,4615.076171875,6.3675456047058105,1449.56201171875,1,0.00010373251279816031,0.9867515563964844,4615.076|4656.9253|4672.2437|4714.5684|4738.672,1|1|1|1|1,1|0|1|1|1,0.42945576|0.01766868|0.21578033|0.091480814|0.24561441,0.00036487274|0.0|0.00038785348|0.00052316167|0.00031179067,0.5462266|-6.015915|0.57275295|0.7027211|0.47794837,0.005630834|0.0002316639|0.0028292164|0.001199456|0.0032203875,0.022193644|0.00022581451|0.015392251|0.005790145|0.015323665,0.00015505262|6.371737e-06|7.7790355e-05|3.2948716e-05|8.859816e-05,243295.77|84448980.0|455356.84|790057.25|497752.28
582,5,4824.71337890625,6.533001899719238,1477.028076171875,1,0.0001018035618471913,0.9617608785629272,4824.7134|4838.08|4880.4834|4913.859|4950.0,1|1|1|1|1,1|1|1|1|1,0.17042978|0.4217628|0.1489734|0.16243121|0.09640282,0.0001517999|0.00017672351|0.00015545214|0.00014468044|0.00020103664,0.17350884|0.23953162|0.18383403|0.15264717|0.29551247,0.0028898728|0.007151572|0.0025260504|0.002754246|0.0016346432,0.00867793|0.024969136|0.007948359|0.008449665|0.005328694,0.000106700725|0.0002660226|9.319123e-05|0.00010170835|6.0140716e-05,1139394.6|395594.25|1272769.0|1254347.8|1519141.8
583,2,4504.16845703125,6.9241719245910645,1300.9984130859375,1,0.00011557793186511844,0.9074276685714722,4504.1685|4514.346,1|1,1|1,0.5617226|0.43827742,0.00019797198|0.00018802329,0.23372903|0.21133697,0.008442775|0.0065873754,0.009193044|0.005966032,0.00013122524|0.000102340025,298975.06|403198.5
584,4,4665.18603515625,6.291211128234863,1483.0804443359375,1,0.00010138810466742143,0.9987242817878723,4665.186|4697.244|4744.7896|4764.3784,1|1|1|1,1|0|1|1,0.31216928|0.023038229|0.07353499|0.5912575,0.0032461875|0.0|0.00065660384|0.0032098999,1.5053866|-6.005987|0.8113165|1.5005045,0.004338862|0.0003202099|0.0010220677|0.008217927,0.01218499|0.00044711112|0.0022202206|0.018613137,0.00012947171|9.581204e-06|3.0495072e-05|0.0002453286,32760.883|64532804.0|72311.37|18370.932
585,1,4668.822265625,6.244592666625977,1495.31689453125,1,0.0001005584272206761,1.0061801671981812,4668.8223,1,1,1.0,0.000507261,0.70281315,0.013152777,0.012440372,0.00011945858,74817.86
586,3,4814.45751953125,6.752932071685791,1425.8865966796875,1,0.00010545489203650504,0.9304381012916565,4814.4575|4840.0796|4871.446,1|1|1,1|1|1,0.20099138|0.1863607|0.61264795,0.0007051255|0.0006678738|0.00062300934,0.8251997|0.80162776|0.77142787,0.00382014|0.0035420624|0.011644285,0.008389108|0.0053919707|0.019738682,6.1618426e-05|5.713425e-05|0.00018799385,184091.39|207541.16|68843.16
587,6,4580.23974609375,6.468068599700928,1416.261962890625,1,0.00010617154475767165,0.9714159965515137,4580.2397|4604.255|4622.0747|4648.9|4672.9736|4722.5747,1|1|1|1|1|1,1|1|0|1|1|1,0.21467069|0.13500127|0.011349859|0.3171877|0.20941195|0.112378545,0.0008426774|0.0007115772|0.0|0.0006115243|0.0005421184|0.00074198534,0.89965326|0.82621396|-6.026008|0.76040566|0.7080861|0.84438723,0.004196965|0.0026393712|0.00022189783|0.0062012454|0.0040941527|0.0021970805,0.014824189|0.009522474|0.0008165213|0.01777468|0.011168941|0.006020313,0.00012776059|8.033046e-05|6.762606e-06|0.0001890458|0.00012473798|6.686791e-05,140888.33|264636.7|93562930.0|131682.8|224708.6|301684.56
588,4,4786.74658203125,6.411345958709717,1493.2110595703125,1,0.00010070023563457653,0.9800103306770325,4786.7466|4822.6777|4848.3843|4887.8975,1|1|1|1,1|1|1|1,0.19509022|0.3552848|0.28903708|0.16058788,0.0018625638|0.002064234|0.0017977105|0.0019687694,1.2670807|1.3117285|1.2516893|1.2911644,0.0043164073|0.0078607425|0.006394999|0.0035530366,0.0066517824|0.018530333|0.012009085|0.006078051,8.4130705e-05|0.00015325044|0.00012467387|6.9256166e-05,56612.703|30410.246|42451.73|62553.445
589,2,4872.1552734375,6.682140827178955,1458.2618408203125,1,0.00010311366349924356,0.9402952790260315,4872.1553|4905.5156,1|1,1|1,0.4670082|0.5329918,0.0008715258|0.000619781,0.9269641|0.77892214,0.008652004|0.009874447,0.011205911|0.006558172,0.00011064959|0.00012631515,65851.93|80864.55
590,2,4604.22119140625,6.362224102020264,1447.3621826171875,1,0.00010389017552370206,0.9875768423080444,4604.221|4614.602,1|1,1|1,0.42358634|0.5764137,0.00042061295|0.00037823388,0.60730827|0.5611861,0.0075831832|0.010319149,0.010137001|0.013015679,0.00010779482|0.00014675588,156482.48|127993.56
591,4,4780.55810546875,6.801907539367676,1405.6522216796875,1,0.0001069729114533402,0.9237387180328369,4780.558|4803.5483|4821.2407|4848.326,1|1|1|1,1|1|1|1,0.12677556|0.5940581|0.1273009|0.15186544,0.00025012772|4.1565007e-05|0.00032424417|0.00024182277,0.36888817|-0.4105449|0.4815985|0.35422355,0.002589429|0.012133815|0.0026001593|0.0031018972,0.010718533|0.006744804|0.015290665|0.015727231,9.583855e-05|0.0005|9.618085e-05|0.000114930444,771480.2|991335.44|592744.56|666383.1
592,4,4715.72705078125,6.448314666748047,1462.6231689453125,1,0.00010280618880642578,0.9743918776512146,4715.727|4742.392|4788.0576|4809.0176,1|1|1|1,1|1|0|1,0.15454924|0.59529537|0.015939413|0.23421597,0.00023725523|0.00025718723|0.0|0.00018994031,0.36319673|0.39823034|-6.012019|0.2665981,0.0034266857|0.013198966|0.0003534107|0.0051930672,0.0041371225|0.021677911|0.00044094416|0.007672666,5.983936e-05|0.00023115514|6.176533e-06|9.078116e-05,612864.4|147270.5|96689330.0|506578.97
593,1,4506.37158203125,6.986227989196777,1290.0728759765625,1,0.00011655675916699693,0.8993673324584961,4506.3716,1,1,1.0,5.5015593e-05,-0.3260509,0.019684132,0.013071236,0.00011846132,461698.4
594,3,4653.8544921875,6.277303695678711,1482.755859375,1,0.00010141029633814469,1.0009369850158691,4653.8545|4679.1396|4722.2812,1|1|1,1|1|1,0.22614042|0.20308073|0.57077885,0.00076429005|0.000788543|0.0008467255,0.8771762|0.8907434|0.9216606,0.0033461247|0.0030049179|0.008445624,0.0061981045|0.0046654893|0.022723738,6.519112e-05|5.8541653e-05|0.00016463909,192494.14|204811.27|69821.85
595,2,4743.3994140625,6.878527641296387,1379.1904296875,1,0.00010902534995693713,0.9134491682052612,4743.3994|4754.4053,1|1,1|0,0.9717769|0.02822312,6.2114974e-05|0.0,-0.2443305|-6.0375276,0.022062777|0.0006407648,0.012|0.0031897568,0.0010804465|2.628731e-05,364832.62|985129.6
596,6,4572.314453125,6.2052083015441895,1473.7021484375,1,0.00010203330748481676,1.0125664472579956,4572.3145|4613.54|4663.31|4685.8667|4733.662|4757.4097,1|1|1|1|1|1,1|0|1|1|0|0,0.5982856|0.006245003|0.21014613|0.17324162|0.0030356713|0.009045941,0.0016728567|0.0|0.0016641859|0.00199178|0.0|0.0,1.2147168|-6.008742|1.2124599|1.2904994|-6.008742|-6.008742,0.013002983|0.00013572727|0.0045672613|0.003765188|6.597649e-05|0.00019660212,0.037520215|0.0004382226|0.012734708|0.015338722|0.0005662919|0.00046076535,0.0004253107|4.433638e-06|0.00014920985|0.00012298008|2.1541603e-06|6.425832e-06,22941.418|70270880.0|64666.605|65555.54|55374460.0|56742068.0
597,2,4855.02783203125,7.133434295654297,1361.2034912109375,1,0.00011046600411646068,0.8808079361915588,4855.028|4887.033,1|1,1|1,0.81082904|0.18917094,9.885594e-05|0.00074533856,-0.04822542|0.829125,0.015992614|0.0037311662,0.008289588|0.019509897,0.0005213552|0.0001168666,316199.6|179452.9
598,4,4836.4130859375,6.898809432983398,1402.100830078125,1,0.0001072438681148924,0.9107637405395508,4836.413|4866.5977|4900.5767|4924.0127,1|1|1|1,1|1|1|1,0.31467625|0.19661301|0.2095795|0.27913123,0.0019032995|0.0021528471|0.0024193204|0.0019850803,1.2491347|1.3026408|1.353321|1.2674056,0.006257001|0.0039094393|0.0041672643|0.005550226,0.011819409|0.0075535853|0.009119307|0.0098353615,0.00011529555|7.2031035e-05|7.67828e-05|0.00010227421,40628.168|52868.848|44949.734|43030.293
599,1,4765.89013671875,6.817859172821045,1398.0606689453125,1,0.00010755378752946854,0.9215774536132812,4765.89,1,1,1.0,0.00013755311,0.10684503,0.022222603,0.012,0.0009978046,163540.95
600,3,4758.62548828125,6.770044803619385,1405.7884521484375,1,0.00010696254321373999,0.9280862212181091,4758.6255|4774.0137|4798.9624,1|1|1,0|1|1,0.015782505|0.7823897|0.20182778,0.0|0.0001423126|0.00014565788,-6.0292315|0.12401192|0.13410255,0.00028083054|0.013921675|0.0035912804,0.0009438339|0.023181139|0.0035002767,3.0024798e-06|0.00014922213|3.841316e-05,58975036.0|252357.4|953915.06
601,5,4652.62548828125,6.608256816864014,1408.1248779296875,1,0.00010678506077965721,0.9508082866668701,4652.6255|4691.0527|4739.929|4755.76|4775.6094,1|1|1|1|1,1|1|0|1|0,0.15421389|0.061619844|0.004810071|0.74937254|0.029983627,0.0018793264|0.0018253978|0.0|0.000180322|0.0,1.2454917|1.2328471|-6.0285106|0.22753842|-6.0285106,0.0034338806|0.0013720889|0.00010710585|0.01668628|0.00066764536,0.020435372|0.009022302|0.00021947642|0.010117835|0.002348066,0.0002549359|0.00010187113|7.974464e-06|0.0014375999|4.9649403e-05,76743.36|190123.06|68125480.0|166095.06|318270.75
602,1,4501.9052734375,6.771260738372803,1329.7095947265625,1,0.00011308237299090251,0.9279195666313171,4501.9053,1,1,1.0,6.5122906e-05,-0.23966049,0.01963883,0.010356956,0.00012436042,390931.4
603,6,4775.310546875,6.60215950012207,1446.5904541015625,1,0.00010394559649284929,0.9516863822937012,4775.3105|4794.774|4840.486|4868.604|4906.9136|4950.0,1|1|1|1|1|1,1|1|1|1|1|1,0.13269009|0.11368194|0.3042062|0.18691392|0.10615735|0.15635052,0.0013658259|0.0015636836|0.0016577103|0.0013654908|0.0016144911|0.0014230234,1.1185893|1.1773428|1.2027025|1.1184827|1.1912296|1.136406,0.0017966477|0.001539274|0.004119007|0.0025308484|0.0014373896|0.0021170143,0.006747555|0.0073513924|0.019869234|0.012975359|0.007861742|0.0102507975,7.932883e-05|6.7961264e-05|0.00018203189|0.00011181624|6.347669e-05|9.3518225e-05,194067.52|196768.1|72658.06|142887.66|204899.0|162356.64
604,4,4867.6787109375,6.6529927253723145,1463.304931640625,1,0.000102758283901494,0.9444148540496826,4867.6787|4914.6455|4931.8174|4950.0,1|1|1|1,1|1|1|1,0.09888078|0.45033184|0.14635475|0.30443263,0.0020498578|0.0027590694|0.002519742|0.0036960593,1.299907|1.4289458|1.3895392|1.5559222,0.0013164429|0.005995464|0.0019484846|0.004053044,0.004402038|0.022573551|0.0056374073|0.017002106,3.567589e-05|0.00016255076|5.2812637e-05|0.00010986668,77259.94|29710.818|67337.83|31502.832
605,1,4822.4482421875,6.71354341506958,1436.6328125,1,0.00010466606909176335,0.9358970522880554,4822.448,1,1,1.0,0.0003996616,0.5818866,0.017046485,0.007967963,0.00014415981,73179.26
606,5,4791.54541015625,6.572051525115967,1458.158203125,1,0.00010312099038856104,0.9560462236404419,4791.5454|4812.042|4855.7847|4881.3394|4896.5034,1|1|1|1|1,1|1|1|1|1,0.19485804|0.07394392|0.1327589|0.25495237|0.34348676,0.00036827812|0.00072629174|0.00053351116|0.00033389768|0.0005705853,0.55282897|0.8477641|0.7137965|0.5102665|0.7429736,0.0035070805|0.0013308522|0.0023894117|0.004588666|0.0061821193,0.007842322|0.003617456|0.006640019|0.008209561|0.01945837,0.00011752974|4.450729e-05|7.998266e-05|0.0001540114|0.00020732709,386181.16|493341.4|389428.12|325743.62|141612.11
607,2,4776.21484375,6.414114952087402,1489.2825927734375,1,0.00010096586629515514,0.9795872569084167,4776.215|4813.0093,1|1,1|1,0.1900492|0.8099508,0.00034199082|0.00023254921,0.52984|0.36234045,0.0026350068|0.01122986,0.0029351488|0.022791319,3.9902767e-05|0.00017045936,546876.75|191440.33
608,2,4867.3349609375,6.674976348876953,1458.3826904296875,1,0.00010310511424904689,0.9413045048713684,4867.335|4878.7026,1|1,1|1,0.58053166|0.41946837,0.00073126|0.00069952465,0.8507917|0.8315229,0.008477593|0.006125561,0.015375257|0.008527936,0.00011669565|8.4308165e-05,80447.29|115792.98
609,3,4868.12158203125,6.906827926635742,1409.65478515625,1,0.0001066691693267785,0.9097063541412354,4868.1216|4893.547|4931.708,1|1|1,1|1|1,0.49691972|0.31793362|0.18514666,0.0006430324|0.00069499627|0.0007968837,0.78019404|0.8139436|0.8733561,0.00866696|0.0055451966|0.0032292109,0.016484693|0.011775735|0.004180511,0.00012027582|7.6933735e-05|4.4793167e-05,89550.62|129190.19|185356.56
610,4,4674.34033203125,6.588326930999756,1418.9764404296875,1,0.00010596843640087172,0.9536844491958618,4674.3403|4699.8843|4718.048|4763.6934,1|1|1|1,0|1|1|1,0.00173305|0.083890095|0.7547421|0.15963477,0.0|0.0040232874|0.00036303131|0.0053647044,-6.0251765|1.5794046|0.5347677|1.7043693,3.255116e-05|0.0015756729|0.014176007|0.0029983534,0.00069723645|0.015092927|0.009919467|0.028560765,1.8658185e-06|9.038237e-05|0.0008405947|0.00017207778,99482470.0|72130.37|97003.414|29826.586
611,1,4893.4423828125,6.7803263664245605,1443.4239501953125,1,0.00010417363228043541,0.9266788959503174,4893.4424,1,1,1.0,0.00015282482,0.16643639,0.022754924,0.009317936,0.0006002453,143733.34
612,5,4599.91162109375,6.401068687438965,1437.232421875,1,0.00010462240607012063,0.981583833694458,4599.9116|4632.5615|4658.6113|4690.675|4712.855,1|1|1|1|1,1|0|1|1|0,0.34499136|0.019467631|0.35303015|0.2501809|0.032329977,0.0005188051|0.0|0.00074349926|0.00046529414|0.0,0.6953796|-6.0196247|0.8516559|0.648103|-6.0196247,0.007715302|0.00043536932|0.007895079|0.005594984|0.00072301965,0.017449597|0.0003165871|0.023782691|0.0125308875|0.0007783144,0.00010579805|5.972721e-06|0.00010824679|7.671639e-05|9.943347e-06,124799.625|62159944.0|85092.51|191787.39|71897670.0
613,3,4620.11572265625,6.2291975021362305,1483.374267578125,1,0.00010136802302440628,1.0086668729782104,4620.1157|4641.386|4676.392,1|1|1,1|1|1,0.47605732|0.3391506|0.18479207,0.00020638696|0.00021636389|0.0002445386,0.3087815|0.32928398|0.38244662,0.008320568|0.0059277015|0.0032298106,0.014804699|0.010454497|0.0041200556,0.00013343498|9.498321e-05|5.1706167e-05,291106.12|389686.47|630857.6
614,2,4858.64501953125,6.520339012145996,1490.304443359375,1,0.0001008966428344138,0.9636286497116089,4858.645|4870.0493,1|1,1|1,0.3162032|0.68379676,0.0010250639|0.00076961564,1.0068743|0.88239723,0.004446127|0.009614852,0.0088082645|0.014648861,8.0010715e-05|0.00017314104,108082.484|67368.08
615,1,4716.64404296875,6.969890594482422,1353.4342041015625,1,0.00011110012565040961,0.9014754295349121,4716.644,1,1,1.0,0.00023697123,0.32898125,0.019008098,0.009912633,0.00012640662,110925.0
616,5,4524.91357421875,6.474313735961914,1397.804931640625,1,0.00010757346171885729,0.9704790115356445,4524.9136|4561.0737|4603.0376|4626.846|4657.4287,1|1|1|1|1,1|1|1|0|1,0.059811227|0.08386162|0.15670729|0.0057055512|0.6939143,0.001878113|0.0020000448|0.0019912582|0.0|0.00022137388,1.2420166|1.2693346|1.2674224|-6.0317054|0.3134214,0.0008080775|0.0011330094|0.0021171884|7.708465e-05|0.009375106,0.0079901675|0.013178812|0.0237132|0.0003986529|0.011968848,7.971431e-05|0.000111939946|0.00020967078|7.6372235e-06|0.0010408798,308797.2|215096.86|117700.19|88836300.0|240806.64
617,2,4593.8544921875,6.527535438537598,1407.531005859375,1,0.00010683012078516185,0.9625662565231323,4593.8545|4636.447,1|1,1|1,0.6125845|0.38741553,0.00041764328|0.00042734988,0.5921119|0.60209,0.010413417|0.0065857354,0.01098601|0.005152928,0.00012235457|7.735524e-05,114786.57|176326.78
618,6,4790.0107421875,6.5900115966796875,1453.7183837890625,1,0.00010343592293793336,0.9534406661987305,4790.0107|4809.395|4857.7524|4886.2876|4933.44|4950.0,1|1|1|1|1|1,1|0|1|1|0|1,0.12008778|0.012357686|0.124047674|0.117247984|0.013035517|0.6132234,0.00023508929|0.0|0.00021908274|0.00023651613|0.0|0.00032469985,0.3565616|-6.0146713|0.32593694|0.35918954|-6.0146713|0.49681085,0.0017089483|0.00017586007|0.0017653009|0.0016685356|0.00018550617|0.008726675,0.006261695|0.0004999269|0.007231568|0.006182265|0.00020015825|0.047914166,5.3476568e-05|5.501375e-06|5.526237e-05|5.2223568e-05|5.8027563e-06|0.00027450145,1242598.6|93531790.0|1291523.2|1264941.4|62973780.0|176448.05
619,6,4743.90478515625,6.584166526794434,1441.00390625,1,0.00010434858268126845,0.9542871117591858,4743.905|4789.583|4821.0415|4867.1914|4906.2607|4930.3057,1|1|1|1|1|1,0|1|1|1|1|1,0.012515353|0.5033631|0.17262983|0.05558493|0.102897346|0.15300944,0.0|0.0022603748|0.0017374614|0.0017454117|0.001398912|0.0016349569,-6.0184865|1.335694|1.2214286|1.2234113|1.127304|1.1950198,0.0002197449|0.008838063|0.0030310394|0.0009759618|0.0018066744|0.002686544,0.00073414034|0.0254826|0.010206098|0.0036636302|0.0035497318|0.007916375,6.8953173e-06|0.00027726672|9.504278e-05|3.0593175e-05|5.6644185e-05|8.424227e-05,60707356.0|24809.8|91816.21|154842.72|154661.14|108221.04
620,2,4794.33642578125,6.483124732971191,1479.020263671875,1,0.00010166643187403679,0.9691600203514099,4794.3364|4812.6064,1|1,1|1,0.4595045|0.5404955,0.00026353297|0.0002914328,0.41365755|0.457361,0.00617885|0.0072679175,0.008708484|0.0099330805,9.709757e-05|0.00011422286,306762.4|235842.34
621,4,4549.9873046875,6.393180847167969,1423.3876953125,1,0.00010564002877799794,0.9827948808670044,4549.9873|4590.449|4600.969|4627.234,1|1|1|1,1|0|1|1,0.051901195|0.001691293|0.90096325|0.04544428,0.0033875157|0.0|0.003515648|0.0015472337,1.5060529|-6.0238285|1.5221769|1.1657275,0.00077416404|2.5227515e-05|0.013438868|0.00067785196,0.008935572|0.00047112475|0.012|0.0056402227,8.529227e-05|2.785376e-06|0.0015|7.487101e-05,34636.55|75528936.0|9517.286|40500.96
622,3,4866.61376953125,6.766894340515137,1438.359619140625,1,0.00010454042057972401,0.9285182952880859,4866.614|4901.525|4947.2417,1|1|1,1|1|1,0.38750377|0.26158676|0.35090944,0.00013807477|0.0001731583|0.00013017109,0.12083044|0.21915933|0.09523065,0.007329078|0.0049475385|0.006636949,0.00920794|0.0066926084|0.009603976,0.00012219248|8.234877e-05|0.000110641246,493960.44|583174.56|578620.44
623,4,4822.44140625,6.884831428527832,1400.8887939453125,1,0.00010733665112638846,0.912612795829773,4822.4414|4868.5986|4917.2866|4950.0,1|1|1|1,1|1|1|1,0.23610812|0.078124516|0.3012117|0.38455564,0.0025641597|0.0008479404|0.0022283536|0.0025828748,1.3781971|0.89761734|1.3172361|1.3813553,0.004839133|0.001601194|0.006173458|0.0078816265,0.00852974|0.0025092827|0.009628621|0.0136092445,0.000106991494|3.5400022e-05|0.00013653674|0.00017432656,35303.344|60373.613|33833.68|23447.85
624,4,4865.318359375,6.963876247406006,1397.3017578125,1,0.0001076121989171952,0.9022539854049683,4865.3184|4883.549|4931.287|4948.2817,1|1|1|1,0|1|1|1,0.010170847|0.51793617|0.08892697|0.382966,0.0|0.00045309198|0.0005472724|0.00030130922,-6.0318613|0.624325|0.70634216|0.44715106,0.00015937403|0.0081159|0.0013934581|0.006000959,0.00045766938|0.020714713|0.0018574654|0.00912588,3.992014e-06|0.00020372885|3.48944e-05|0.00015069236,88018380.0|135890.8|576020.56|276153.5
625,5,4837.21533203125,6.561224460601807,1474.485595703125,1,0.00010197909432463348,0.9576238989830017,4837.2153|4870.821|4917.1436|4937.3413|4950.0,1|1|1|1|1,1|1|1|1|1,0.11237063|0.21884395|0.34280887|0.07699496|0.24898158,0.0018504799|0.0016417938|0.0014784639|0.001537807|0.0014906825,1.2587732|1.2068075|1.1612996|1.1783907|1.164874,0.001691823|0.0032948577|0.0051612416|0.0011592162|0.003748602,0.006634033|0.016935337|0.018065441|0.0033556381|0.01712849,6.217626e-05|0.000121157194|0.00018990686|4.261081e-05|0.00013788645,144751.25|91471.914|65041.465|180839.22|88731.36
626,3,4625.3193359375,6.3191070556640625,1463.9154052734375,1,0.00010271543578710407,0.9943153858184814,4625.3193|4659.9077|4698.847,1|1|1,1|1|1,0.6315873|0.18289834|0.18551433,0.0012833438|0.0015275626|0.0014420277,1.0967073|1.1723633|1.1473379,0.013771276|0.0039879577|0.004044997,0.024286589|0.007916468|0.0067586303,0.00021896223|6.3376145e-05|6.42835e-05,28211.057|78858.625|81570.195
627,5,4709.3974609375,6.484274864196777,1452.5594482421875,1,0.00010351845412515104,0.9689881205558777,4709.3975|4735.535|4757.589|4794.544|4829.923,1|1|1|1|1,1|1|1|1|1,0.12725633|0.0688835|0.07428164|0.5811941|0.1483844,0.00025245646|0.00027443556|0.00027823966|3.8258535e-05|0.0002489863,0.3871689|0.42342275|0.4294014|-0.43228832|0.38115785,0.002258619|0.0012225842|0.0013183935|0.01031537|0.0026336124,0.015899627|0.008268621|0.009976463|0.009518416|0.022077175,0.00015273121|8.229918e-05|8.881632e-05|0.0011017701|0.00017871395,876640.4|1488453.6|1361889.4|1266887.1|762399.2
628,3,4700.14599609375,6.529531478881836,1439.657958984375,1,0.00010444613144500181,0.9622719883918762,4700.146|4734.5425|4753.0186,1|1|1,1|1|1,0.37910813|0.10545436|0.5154375,0.00012535299|0.0002186153|0.000116812254,0.07924266|0.32078838|0.0485964,0.005565127|0.0015480198|0.007566377,0.017011272|0.0037303085|0.020866534,0.00017388533|4.7936595e-05|0.00023761955,716694.75|1471931.2|565689.94
629,1,4533.58154296875,6.78057861328125,1337.2255859375,1,0.00011244678171351552,0.9266444444656372,4533.5815,1,1,1.0,0.0002174003,0.28631333,0.015192156,0.008727471,0.00012285511,151277.92
